Date,Close
10/29/2019,1260.66
10/30/2019,1260.7
10/31/2019,1258.8
11/1/2019,1272.25
11/4/2019,1289.61
11/5/2019,1291.44
11/6/2019,1291.01
11/7/2019,1306.94
11/8/2019,1309
11/11/2019,1298.28
11/12/2019,1297.21
11/13/2019,1296.18
11/14/2019,1309.15
11/15/2019,1333.54
11/18/2019,1319.84
11/19/2019,1312.59
11/20/2019,1301.86
11/21/2019,1300.14
11/22/2019,1293.67
11/25/2019,1305.64
11/26/2019,1313
11/27/2019,1312.13
11/29/2019,1304.09
12/2/2019,1288.86
12/3/2019,1294.74
12/4/2019,1318.94
12/5/2019,1326.96
12/6/2019,1339.39
12/9/2019,1342.99
12/10/2019,1342.89
12/11/2019,1344.25
12/12/2019,1348.49
12/13/2019,1346.87
12/16/2019,1360.7
12/17/2019,1354.89
12/18/2019,1351.91
12/19/2019,1356.44
12/20/2019,1351.22
12/23/2019,1350.63
12/24/2019,1344.43
12/26/2019,1362.47
12/27/2019,1354.64
12/30/2019,1339.71
12/31/2019,1339.39
1/2/2020,1368.68
1/3/2020,1361.52
1/6/2020,1397.81
1/7/2020,1395.11
1/8/2020,1405.04
1/9/2020,1419.79
1/10/2020,1428.96
1/13/2020,1440.03
1/14/2020,1430.59
1/15/2020,1439.2
1/16/2020,1450.16
1/17/2020,1479.52
1/21/2020,1482.25
1/22/2020,1484.17
1/23/2020,1484.69
1/24/2020,1466.17
1/27/2020,1431.73
1/28/2020,1450.5
1/29/2020,1456.7
1/30/2020,1454.25
1/31/2020,1432.78
2/3/2020,1482.6
2/4/2020,1445.41
2/5/2020,1446.05
2/6/2020,1475.97
2/7/2020,1479.11
2/10/2020,1508.66
2/11/2020,1510.06
2/12/2020,1518.63
2/13/2020,1513.39
2/14/2020,1518.73
2/18/2020,1519.44
2/19/2020,1524.87
2/20/2020,1516.99
2/21/2020,1483.46
2/24/2020,1419.86
2/25/2020,1386.32
2/26/2020,1390.47
2/27/2020,1314.95
2/28/2020,1339.25
3/2/2020,1386.32
3/3/2020,1337.72
3/4/2020,1381.6
3/5/2020,1314.76
3/6/2020,1295.74
3/9/2020,1215.79
3/10/2020,1275.17
3/11/2020,1210.9
3/12/2020,1111.55
3/13/2020,1214.27
3/16/2020,1073
3/17/2020,1118.06
3/18/2020,1091.19
3/19/2020,1111.67
3/20/2020,1068.21
3/23/2020,1054.13
3/24/2020,1130.01
3/25/2020,1101.62
3/26/2020,1162.92
3/27/2020,1110.26
3/30/2020,1146.31
3/31/2020,1161.95
4/1/2020,1102.1
4/2/2020,1117.03
4/3/2020,1092.7
4/6/2020,1183.19
4/7/2020,1182.56
4/8/2020,1207
4/9/2020,1206.57
4/13/2020,1210.41
4/14/2020,1265.23
4/15/2020,1257.3
4/16/2020,1257.43
4/17/2020,1279
4/20/2020,1261.15
4/21/2020,1212.16
4/22/2020,1258.41
4/23/2020,1271.17
4/24/2020,1276.6
4/27/2020,1270.86
4/28/2020,1232.59
4/29/2020,1342.18
4/30/2020,1346.7
5/1/2020,1317.32
5/4/2020,1322.9
5/5/2020,1349.02
5/6/2020,1345.43
5/7/2020,1369.28
5/8/2020,1384.34
5/11/2020,1403.59
5/12/2020,1375.18
5/13/2020,1348.33
5/14/2020,1356.86
5/15/2020,1373.06
5/18/2020,1385.18
5/19/2020,1374.4
5/20/2020,1409.16
5/21/2020,1406.75
5/22/2020,1413.24
5/26/2020,1421.37
5/27/2020,1420.28
5/28/2020,1418.24
5/29/2020,1433.52
6/1/2020,1434.87
6/2/2020,1442.31
6/3/2020,1439.25
6/4/2020,1414.3
6/5/2020,1440.02
6/8/2020,1448.04
6/9/2020,1452.08
6/10/2020,1464.7
6/11/2020,1401.9
6/12/2020,1412.92
6/15/2020,1420.74
6/16/2020,1446.47
6/17/2020,1452.54
6/18/2020,1434.12
6/19/2020,1424.64
6/22/2020,1450.66
6/23/2020,1463.98
6/24/2020,1432.7
6/25/2020,1441.1
6/26/2020,1362.54
6/29/2020,1397.17
6/30/2020,1418.05
7/1/2020,1442
7/2/2020,1469.93
7/6/2020,1499.65
7/7/2020,1489.92
7/8/2020,1503.6
7/9/2020,1518.66
7/10/2020,1539.01
7/13/2020,1512.23
7/14/2020,1520.86
7/15/2020,1516.88
7/16/2020,1514.92
7/17/2020,1516.85
7/20/2020,1563.84
7/21/2020,1555.92
7/22/2020,1564.85
7/23/2020,1516.75
7/24/2020,1508.21
7/27/2020,1529.43
7/28/2020,1503.65
7/29/2020,1523.51
