Date,Close
10/29/19,189.31
10/30/19,188.25
10/31/19,191.65
11/1/19,193.62
11/4/19,194.72
11/5/19,194.32
11/6/19,191.55
11/7/19,190.42
11/8/19,190.84
11/11/19,189.61
11/12/19,194.47
11/13/19,193.19
11/14/19,193.15
11/15/19,195.1
11/18/19,197.4
11/19/19,199.32
11/20/19,197.51
11/21/19,197.93
11/22/19,198.82
11/25/19,199.79
11/26/19,198.97
11/27/19,202
11/29/19,201.64
12/2/19,199.7
12/3/19,198.82
12/4/19,198.71
12/5/19,199.36
12/6/19,201.05
12/9/19,201.34
12/10/19,200.87
12/11/19,202.26
12/12/19,196.75
12/13/19,194.11
12/16/19,197.92
12/17/19,198.39
12/18/19,202.5
12/19/19,206.06
12/20/19,206.3
12/23/19,206.18
12/24/19,205.12
12/26/19,207.79
12/27/19,208.1
12/30/19,204.41
12/31/19,205.25
1/2/20,209.78
1/3/20,208.67
1/6/20,212.6
1/7/20,213.06
1/8/20,215.22
1/9/20,218.3
1/10/20,218.06
1/13/20,221.91
1/14/20,219.06
1/15/20,221.15
1/16/20,221.77
1/17/20,222.14
1/21/20,221.44
1/22/20,221.32
1/23/20,219.76
1/24/20,217.94
1/27/20,214.87
1/28/20,217.79
1/29/20,223.23
1/30/20,209.53
1/31/20,201.91
2/3/20,204.19
2/4/20,209.83
2/5/20,210.11
2/6/20,210.85
2/7/20,212.33
2/10/20,213.06
2/11/20,207.19
2/12/20,210.76
2/13/20,213.14
2/14/20,214.18
2/18/20,217.8
2/19/20,217.49
2/20/20,214.58
2/21/20,210.18
2/24/20,200.72
2/25/20,196.77
2/26/20,197.2
2/27/20,189.75
2/28/20,192.47
3/2/20,196.44
3/3/20,185.89
3/4/20,191.76
3/5/20,185.17
3/6/20,181.09
3/9/20,169.5
3/10/20,178.19
3/11/20,170.24
3/12/20,154.47
3/13/20,170.28
3/16/20,146.01
3/17/20,149.42
3/18/20,146.96
3/19/20,153.13
3/20/20,149.73
3/23/20,148.1
3/24/20,160.98
3/25/20,156.21
3/26/20,163.34
3/27/20,156.79
3/30/20,165.95
3/31/20,166.8
4/1/20,159.6
4/2/20,158.19
4/3/20,154.18
4/6/20,165.55
4/7/20,168.83
4/8/20,174.28
4/9/20,175.19
4/13/20,174.79
4/14/20,178.17
4/15/20,176.97
4/16/20,176.25
4/17/20,179.24
4/20/20,178.24
4/21/20,170.8
4/22/20,182.28
4/23/20,185.13
4/24/20,190.07
4/27/20,187.5
4/28/20,182.91
4/29/20,194.19
4/30/20,204.71
5/1/20,202.27
5/4/20,205.26
5/5/20,207.07
5/6/20,208.47
5/7/20,211.26
5/8/20,212.35
5/11/20,213.18
5/12/20,210.1
5/13/20,205.1
5/14/20,206.81
5/15/20,210.88
5/18/20,213.19
5/19/20,216.88
5/20/20,229.97
5/21/20,231.39
5/22/20,234.91
5/26/20,232.2
5/27/20,229.14
5/28/20,225.46
5/29/20,225.09
6/1/20,231.91
6/2/20,232.72
6/3/20,230.16
6/4/20,226.29
6/5/20,230.77
6/8/20,231.4
6/9/20,238.67
6/10/20,236.73
6/11/20,224.43
6/12/20,228.58
6/15/20,232.5
6/16/20,235.65
6/17/20,235.53
6/18/20,235.94
6/19/20,238.79
6/22/20,239.22
6/23/20,242.24
6/24/20,234.02
6/25/20,235.68
6/26/20,216.08
6/29/20,220.64
6/30/20,227.07
7/1/20,237.55
7/2/20,233.42
7/6/20,240.28
7/7/20,240.86
7/8/20,243.58
7/9/20,244.5
7/10/20,245.07
7/13/20,239
7/14/20,239.73
7/15/20,240.28
7/16/20,240.93
7/17/20,242.03
7/20/20,245.42
7/21/20,241.75
7/22/20,239.87
7/23/20,232.6
7/24/20,230.71
7/27/20,233.5
7/28/20,230.12
7/29/20,233.29
7/30/20,234.5
7/31/20,253.67
8/3/20,251.96
8/4/20,249.83
8/5/20,249.12
8/6/20,265.28
8/7/20,268.44
8/10/20,263
8/11/20,256.13
8/12/20,259.89
8/13/20,261.3
8/14/20,261.24
8/17/20,261.16
8/18/20,262.34
8/19/20,262.59
8/20/20,269.01
8/21/20,267.01
8/24/20,271.39
8/25/20,280.82
8/26/20,303.91
8/27/20,293.22
8/28/20,293.66
8/31/20,293.2
9/1/20,295.44
9/2/20,302.5
9/3/20,291.12
9/4/20,282.73
9/8/20,271.16
9/9/20,273.72
9/10/20,268.09
9/11/20,266.61
9/14/20,266.15
9/15/20,272.42
9/16/20,263.52
9/17/20,254.82
9/18/20,252.53
9/21/20,248.15
9/22/20,254.75
9/23/20,249.02
9/24/20,249.53
9/25/20,254.82
9/28/20,256.82
9/29/20,261.79
9/30/20,261.9
10/1/20,266.63
10/2/20,259.94
10/5/20,264.65
10/6/20,258.66
10/7/20,258.12
10/8/20,263.76
10/9/20,264.45
10/12/20,275.75
10/13/20,276.14
10/14/20,271.82
10/15/20,266.72
10/16/20,265.93
10/19/20,261.4
10/20/20,267.56
10/21/20,278.73
10/22/20,278.12
10/23/20,284.79
10/26/20,277.11
10/27/20,283.29
10/28/20,267.67
