Date,FAANG
2020-08-06,0.025957058834389146
2020-08-07,-0.014563027029881215
2020-08-10,-0.006838838825707461
2020-08-11,-0.02533952167345832
2020-08-12,0.022933942104739202
2020-08-13,0.008588071689881627
2020-08-14,-0.0017633450980769627
2020-08-17,0.002785944963196174
2020-08-18,0.02014016560116394
2020-08-19,-0.007447113311517484
2020-08-20,0.020987703267203894
2020-08-21,0.007505207322946239
2020-08-24,0.006693957610877321
2020-08-25,0.009281673585818773
2020-08-26,0.05166852838387759
2020-08-27,-0.0217136558671982
2020-08-28,2.8490447765427973e-05
2020-08-31,0.012340203876877176
2020-09-01,0.027250345351589766
2020-09-02,0.005103927557194909
2020-09-03,-0.054108977102969136
2020-09-04,-0.01831081343308727
2020-09-08,-0.042045926816142276
2020-09-09,0.01847019991853882
2020-09-10,-0.028168233211405713
2020-09-11,-0.008627946559961353
2020-09-14,0.0024303351876053814
2020-09-15,0.019771701849103263
2020-09-16,-0.025737631634557445
2020-09-17,-0.02318263097793527
2020-09-18,-0.016783289114703615
2020-09-21,0.010345094625206608
2020-09-22,0.02556666548930986
2020-09-23,-0.03735520985579377
2020-09-24,0.006810418563246712
2020-09-25,0.02429142793005079
2020-09-28,0.01826367048394051
2020-09-29,0.0014217897522901257
2020-09-30,0.006783972498010771
2020-10-01,0.024661913308297256
2020-10-02,-0.032208156432509294
2020-10-05,0.02621410381417788
2020-10-06,-0.027053216928639157
2020-10-07,0.024175670629979162
2020-10-08,0.004199386680520334
2020-10-09,0.017115188062607256
2020-10-12,0.03791963705044332
2020-10-13,0.0001098600396347571
2020-10-14,-0.013288808814178377
2020-10-15,-0.006307512153396644
2020-10-16,-0.011755331579315187
2020-10-19,-0.016919223669891292
2020-10-20,0.007452267810130753
2020-10-21,-0.008628908458242268
2020-10-22,-0.002887320966735607
2020-10-23,0.00870636753530496
2020-10-26,-0.009419918616358158
2020-10-27,0.014341631229603191
2020-10-28,-0.03872374393678968
