Date,GOLD,sp500,VNQ,FAANG
2019-11-19,0.0001994017946160831,-0.00956989282372156,0.020463320463320445,-0.03872374393678968
2019-11-20,0.007028112449799284,-0.0036903845341702546,0.0,0.014341631229603191
2019-11-21,-0.0002676659528908498,0.0011871385732220574,0.0,-0.009419918616358158
2019-11-22,0.0042335864525233635,-0.0007020326445180691,0.01277372262773735,0.00870636753530496
2019-11-25,-0.0019450033534541555,-0.002722693651585839,0.0053728213864499,-0.002887320966735607
2019-11-26,0.004446240905416232,-0.0025540884813842757,-0.03012201321809871,-0.008628908458242268
2019-11-27,0.015147888527953457,0.0019663039640298585,0.011961414790996772,0.0074522678101307535
2019-11-28,-0.02295202458906853,-0.0015621765679982857,-0.030064870259481014,-0.016919223669891292
2019-11-29,0.002344116268166996,-0.0007110444596707399,-0.022558224606755384,-0.011755331579315187
2019-12-02,-0.010274426620707988,-0.0008363931112209677,-0.019488283118125227,-0.006307512153396644
2019-12-03,0.002725157859754024,-0.007636694589900128,0.005288461538461409,-0.013288808814178377
2019-12-04,-0.0019900497512437276,-0.0005028779351896606,0.012042330616713448,0.00010986003963475709
2019-12-05,0.011812873347204489,0.0005929145113423573,0.024423676012460982,0.037919637050443315
2019-12-06,6.712310377232633e-05,0.003770355738854647,0.0,0.017115188062607256
2019-12-09,-0.0022769890168765627,0.0015852864793106658,-0.005576208178438735,0.004199386680520335
2019-12-10,-0.004599693353776302,-0.002170215639056172,-0.012239902080783405,0.02417567062997916
2019-12-11,0.001736227045075145,-0.007451398373776175,0.009888751545117369,-0.02705321692863916
2019-12-12,-0.006237971995487479,-0.00219072000815157,-0.012210012210012167,0.02621410381417788
2019-12-13,0.00013274042609690007,-0.004157114182703814,-0.00522288351755118,-0.032208156432509294
2019-12-16,-6.63658083355223e-05,0.00402740545944269,-0.012000480019200732,0.024661913308297256
2019-12-17,0.0016619025460347103,0.008706208030521578,0.018579635741351908,0.006783972498010771
2019-12-18,-0.0037748344370861497,0.006682400103452668,0.0007339449541283738,0.0014217897522901255
2019-12-19,0.0023898035050451405,-0.006283812436551628,-0.010170722847802405,0.01826367048394051
2019-12-20,-0.005282620179609121,-0.001498028825025588,0.0,0.02429142793005079
2019-12-23,-0.010519438092126743,-0.00905302440311384,0.006581352833638032,0.006810418563246712
2019-12-24,0.01758585153419112,0.0031728721029604667,0.014716794459559646,-0.03735520985579377
2019-12-25,-0.02353437642017786,0.0010981573940469502,-0.00919005023894126,0.02556666548930986
2019-12-26,-0.00265475265475279,-0.0028997685914636806,0.002579852579852604,0.010345094625206608
2019-12-27,-0.000647081661705684,-0.008502258116437456,0.006429277942631151,-0.016783289114703615
2019-12-30,-0.0033535405649425254,-7.258268114118671e-05,0.0,-0.02318263097793527
2019-12-31,0.019494394950524185,-0.007097087530746116,0.0016099071207429372,-0.025737631634557445
2020-01-01,-0.022022890946502005,-0.000335158432836824,0.009501187648456089,0.019771701849103263
2020-01-02,-0.015446948594580845,0.00043244733856862005,-0.01756325227216904,0.002430335187605381
2020-01-03,-0.010337698139214369,-0.004439425089771243,-0.0047671433810048125,-0.008627946559961353
2020-01-06,-0.0032473615187660343,-0.004920495961157512,0.008133086876155327,-0.02816823321140572
2020-01-07,0.009010712035286694,-0.0008653819311975619,0.00012324377618933013,0.018470199918538818
2020-01-08,0.003541166055393896,0.0001954470152449872,-0.012294583079732302,-0.04204592681614228
2020-01-09,-0.0035286704473849184,-0.0051019935738955136,0.010082380425427306,-0.01831081343308727
2020-01-10,0.00602218700475432,-3.3950407713589925e-05,-0.014420746485700464,-0.054108977102969136
2020-01-13,0.00400967413441955,0.005814440798562082,0.001577861390945401,0.005103927557194909
2020-01-14,-0.005758400303739752,-0.002937371161143787,0.0,0.02725034535158977
2020-01-15,0.0021561291140845817,-0.008309160949706018,0.0,0.012340203876877176
2020-01-16,-0.006489415322580627,0.007110066927369152,0.01428043826172587,2.8490447765427973e-05
2020-01-17,0.01936354002761642,-0.0035209532141405875,0.0016029593094946115,-0.0217136558671982
2020-01-19,-0.002690152121697431,0.0028110886635899224,-0.005030057661636778,0.05166852838387759
2020-01-20,-0.014797753518016044,-0.004878498639738216,0.014942099364960715,0.009281673585818773
2020-01-21,0.0007578149668456824,-0.006611292637493382,-0.013269443420567573,0.006693957610877321
2020-01-22,-0.0054016707493247385,0.00286339902307553,0.0,0.007505207322946239
2020-01-23,-0.0043151969981238825,-0.006927949928987043,-0.0018395879323032105,0.02098770326720389
2020-01-24,-0.003489966346753026,0.0015168359654600394,-0.006457901791153686,-0.0074471133115174845
2020-01-27,0.004821842319493896,-0.001866664234530857,0.01937647497205308,0.02014016560116394
2020-01-28,-0.0006258213905750987,-0.008297128867797654,0.01988852292880683,0.0027859449631961737
2020-01-29,-0.007946855404482478,-0.003847285876466322,0.009462915601022859,-0.001763345098076963
2020-01-30,0.0008077544426494665,0.0026590058389719395,0.0,0.008588071689881627
2020-01-31,0.003366583541147161,-0.000289004289907413,0.0,0.0229339421047392
2020-02-03,0.016798732171156905,-0.0011396645356843704,-0.007362274689007298,-0.025339521673458317
2020-02-04,-0.004543446709156296,0.009124646863725161,-0.004171406901782304,-0.006838838825707461
2020-02-05,-0.004397813658352678,0.015982094135274183,0.015272073921971163,-0.014563027029881215
2020-02-06,-0.002068965517241339,-0.009953483261299412,0.0024443586774731685,0.025957058834389143
2020-02-07,-0.0035609420878366382,0.0008675994378932739,-0.011948646243803207,0.002287183295869744
2020-02-10,0.006033561686883404,-0.0031245622262962014,0.01300540818954432,0.006088984153819421
2020-02-11,-0.0008163777945241479,0.018025000620055076,-0.01195928753180664,0.0045637179012707465
2020-02-12,-0.004501125281320184,-0.007202393410733476,0.009763617677286618,0.04024074595791105
2020-02-13,-0.0045429087062045515,-0.014759263583404847,0.00842077989376877,0.007008153089951508
2020-02-14,0.013018124507486295,-0.011125471932923237,-0.011904761904761973,0.009000831642333784
2020-02-16,-0.0005040798966635673,-0.0033146231969825024,0.0,-0.0160608990134965
2020-02-17,-0.02275246305418721,0.005430160681068941,0.0,0.020112685960725685
2020-02-18,-0.00502389413062132,-0.007273074410293345,0.0030816640986133237,0.00031987343344952457
