Date,GOLD,sp500,VNQ,FAANG
2019-10-31,0.011464133639043528,-0.001387079289088211,0.0174432788484995,0.0045078859552794
2019-11-01,-0.0017487046632124192,0.009955666436289423,-0.004675698357511138,0.011144484814279655
2019-11-04,0.00019464088756238063,-0.0019995460129251796,0.0,0.010840411584927434
2019-11-05,-0.017579138557342944,0.002762828253096483,0.0039749457961937296,-0.004087654914664118
2019-11-06,0.00620666886761323,-0.003919344885671916,-0.016436712657468378,-0.003076810710326394
2019-11-07,-0.01719272918170489,0.006871609403255041,-0.0014637716516223698,0.002899931925765209
2019-11-08,-0.0009347666421847256,-0.0035686728395061262,0.006596628389934134,0.002446672850572318
2019-11-11,-0.005547015972732661,0.002847139009142241,-0.005703883495145612,-0.001046661135821636
2019-11-12,-0.002553763440860224,0.001920439870594981,0.0,0.0038219303447002413
2019-11-13,0.006535507344023639,0.004072697314876805,0.0,-0.0082989003777757
2019-11-14,0.006760827364616029,0.00558137996062924,-0.016965702428902718,0.005160263847302504
2019-11-15,-0.0032579787234042756,-0.0008323956544341593,-0.019617581326049294,0.010290926453587312
2019-11-18,0.0022013207924755918,0.0032533282404039188,-0.003039513677811523,0.007875125537908145
2019-11-19,0.0015974440894568342,-0.0030228734036372717,0.007240853658536661,0.00022680536823793676
2019-11-20,-0.0001993620414673103,0.009662360578885698,-0.020052970109723844,-0.004895925841848836
2019-11-21,-0.006979062811565351,0.00370405391746087,0.0,0.0024849403426598915
2019-11-22,0.0002677376171351664,-0.001185730946278274,0.0,0.00010021605523302668
2019-11-25,-0.004215738758030052,0.0007025258405917167,-0.012612612612612706,0.012866646057654307
2019-11-26,0.001948793763860035,0.0027301269509030224,-0.005344108446298179,-0.0009069526879597056
2019-11-27,-0.004426559356136783,0.002560628553277322,0.031057528502162368,0.010249218843402684
2019-11-28,-0.014921853947723052,-0.001962445200253349,-0.011820030503304602,-0.004718321273004977
2019-11-29,0.023491195076081217,0.001564620781921544,0.030996784565916258,-0.011704908410246628
