Date,Close
6/22/2020,2713.82
6/23/2020,2764.41
6/24/2020,2734.4
6/25/2020,2754.58
6/26/2020,2692.87
6/29/2020,2680.38
6/30/2020,2758.82
7/1/2020,2878.7
7/2/2020,2890.3
7/6/2020,3057.04
7/7/2020,3000.12
7/8/2020,3081.11
7/9/2020,3182.63
7/10/2020,3200
7/13/2020,3104
7/14/2020,3084
7/15/2020,3008.87
7/16/2020,2999.9
7/17/2020,2961.97
7/20/2020,3196.84
7/21/2020,3138.29
7/22/2020,3099.91
7/23/2020,2986.55
7/24/2020,3008.91
7/27/2020,3055.21
7/28/2020,3000.33
7/29/2020,3033.53
7/30/2020,3051.88
7/31/2020,3164.68
8/3/2020,3111.89
8/4/2020,3138.83
8/5/2020,3205.03
8/6/2020,3225
8/7/2020,3167.46
8/10/2020,3148.16
8/11/2020,3080.67
8/12/2020,3162.24
8/13/2020,3161.02
8/14/2020,3148.02
8/17/2020,3182.41
8/18/2020,3312.49
8/19/2020,3260.48
8/20/2020,3297.37
8/21/2020,3284.72
8/24/2020,3307.46
8/25/2020,3346.49
8/26/2020,3441.85
8/27/2020,3400
8/28/2020,3401.8
8/31/2020,3450.96
9/1/2020,3499.12
9/2/2020,3531.45
9/3/2020,3368
9/4/2020,3294.62
9/8/2020,3149.84
9/9/2020,3268.61
9/10/2020,3175.11
9/11/2020,3116.22
9/14/2020,3102.97
9/15/2020,3156.13
9/16/2020,3078.1
9/17/2020,3008.73
9/18/2020,2954.91
9/21/2020,2960.47
9/22/2020,3128.99
9/23/2020,2999.86
9/24/2020,3019.79
9/25/2020,3095.13
9/28/2020,3174.05
9/29/2020,3144.88
9/30/2020,3148.73
10/1/2020,3221.26
10/2/2020,3125
10/5/2020,3199.2
10/6/2020,3099.96
10/7/2020,3195.69
10/8/2020,3190.55
10/9/2020,3286.65
10/12/2020,3442.93
10/13/2020,3443.63
10/14/2020,3363.71
10/15/2020,3338.65
10/16/2020,3272.71
10/19/2020,3207.21
10/20/2020,3217.01
10/21/2020,3184.94
10/22/2020,3176.4
10/23/2020,3204.4
10/26/2020,3207.04
10/27/2020,3286.33
10/28/2020,3162.78
