Date,Price,Open,High,Low,Vol.,Change %
20-May-20,4.09,3.95,4.14,3.9,11.60M,3.58%
19-May-20,3.95,3.89,3.95,3.78,4.45M,1.54%
18-May-20,3.89,3.78,3.95,3.78,6.92M,2.92%
17-May-20,3.78,3.76,3.85,3.75,4.41M,0.44%
16-May-20,3.76,3.66,3.79,3.62,4.83M,2.81%
15-May-20,3.66,3.81,3.83,3.63,6.30M,-4.14%
14-May-20,3.81,3.76,3.85,3.7,8.43M,1.32%
13-May-20,3.76,3.69,3.81,3.64,7.02M,1.90%
12-May-20,3.69,3.58,3.79,3.55,8.99M,2.77%
11-May-20,3.59,3.76,3.83,3.32,15.49M,-4.42%
10-May-20,3.76,4.02,4.02,3.57,23.87M,-6.34%
9-May-20,4.02,3.8,4.21,3.77,18.41M,5.69%
8-May-20,3.8,3.76,3.86,3.69,8.52M,1.15%
7-May-20,3.76,3.59,3.85,3.57,9.85M,4.74%
6-May-20,3.59,3.68,3.76,3.58,6.20M,-2.54%
5-May-20,3.68,3.75,3.81,3.66,5.63M,-1.83%
4-May-20,3.75,3.71,3.83,3.51,12.71M,1.13%
3-May-20,3.71,3.82,3.86,3.65,6.62M,-2.88%
2-May-20,3.82,3.76,3.86,3.73,5.15M,1.60%
1-May-20,3.76,3.7,3.91,3.7,9.48M,1.40%
30-Apr-20,3.7,3.88,3.97,3.63,15.98M,-4.63%
29-Apr-20,3.88,3.65,3.99,3.63,17.91M,6.36%
28-Apr-20,3.65,3.64,3.73,3.56,9.22M,0.43%
27-Apr-20,3.64,3.72,3.74,3.47,14.22M,-2.16%
26-Apr-20,3.72,3.79,3.81,3.67,10.48M,-1.85%
25-Apr-20,3.79,3.77,3.89,3.74,7.97M,0.30%
24-Apr-20,3.77,3.75,3.89,3.74,9.86M,0.70%
23-Apr-20,3.75,3.68,3.88,3.6,17.35M,1.95%
22-Apr-20,3.68,3.46,3.69,3.44,14.47M,6.42%
21-Apr-20,3.46,3.43,3.57,3.4,16.92M,0.74%
20-Apr-20,3.43,3.6,3.78,3.38,25.12M,-4.86%
19-Apr-20,3.6,3.78,3.8,3.53,19.64M,-4.72%
18-Apr-20,3.78,3.45,3.82,3.45,19.54M,9.61%
17-Apr-20,3.45,3.48,3.52,3.39,15.71M,-0.71%
16-Apr-20,3.48,3.12,3.55,2.98,30.57M,11.27%
15-Apr-20,3.12,3.25,3.3,3.12,18.77M,-3.80%
14-Apr-20,3.25,3.37,3.44,3.21,20.93M,-3.77%
13-Apr-20,3.37,3.41,3.46,3.22,35.48M,-1.18%
12-Apr-20,3.41,3.29,3.63,3.17,38.18M,3.76%
11-Apr-20,3.29,3.22,3.43,3.07,35.81M,2.33%
10-Apr-20,3.22,3.31,3.32,2.95,50.22M,-2.95%
9-Apr-20,3.31,3.17,3.47,3.12,42.60M,4.66%
8-Apr-20,3.17,2.73,3.27,2.71,31.40M,16.18%
7-Apr-20,2.73,2.56,2.9,2.56,36.71M,6.63%
6-Apr-20,2.56,2.26,2.56,2.26,14.83M,12.87%
5-Apr-20,2.26,2.32,2.32,2.24,3.84M,-2.18%
4-Apr-20,2.32,2.3,2.34,2.26,7.21M,0.76%
3-Apr-20,2.3,2.29,2.38,2.27,9.84M,0.00%
2-Apr-20,2.3,2.28,2.44,2.26,15.39M,1.09%
1-Apr-20,2.28,2.26,2.3,2.14,15.26M,0.62%
31-Mar-20,2.26,2.13,2.3,2.11,9.73M,5.91%
30-Mar-20,2.13,2.01,2.2,2,9.74M,6.15%
29-Mar-20,2.01,2.14,2.15,2.01,7.79M,-5.82%
28-Mar-20,2.14,2.14,2.15,2.05,12.77M,0.00%
27-Mar-20,2.14,2.31,2.35,2.12,9.74M,-7.36%
26-Mar-20,2.31,2.26,2.31,2.21,7.98M,2.25%
25-Mar-20,2.26,2.31,2.34,2.19,13.69M,-2.16%
24-Mar-20,2.31,2.25,2.36,2.2,21.71M,2.43%
23-Mar-20,2.25,1.99,2.29,1.94,27.36M,13.12%
22-Mar-20,1.99,2.28,2.33,1.94,25.01M,-12.12%
21-Mar-20,2.27,2.26,2.37,2.11,22.52M,0.00%
20-Mar-20,2.26,2.24,2.61,2.05,47.27M,0.76%
19-Mar-20,2.25,1.95,2.37,1.89,40.05M,15.36%
18-Mar-20,1.95,1.87,1.95,1.77,26.88M,4.17%
17-Mar-20,1.87,1.78,2.06,1.74,38.75M,4.71%
16-Mar-20,1.78,2.09,2.09,1.56,56.53M,-14.68%
15-Mar-20,2.09,2.14,2.39,2.02,28.09M,-2.05%
14-Mar-20,2.14,2.43,2.51,2.07,25.33M,-11.97%
13-Mar-20,2.43,2.01,2.74,1.37,87.11M,20.27%
12-Mar-20,2.02,3.82,3.85,1.15,83.47M,-47.20%
11-Mar-20,3.82,4.08,4.11,3.55,22.18M,-6.41%
10-Mar-20,4.08,4.13,4.21,3.92,21.60M,-1.09%
9-Mar-20,4.13,4.05,4.37,3.62,34.92M,1.93%
8-Mar-20,4.05,4.35,4.45,3.86,21.92M,-6.84%
7-Mar-20,4.35,4.68,4.69,4.32,9.86M,-7.20%
6-Mar-20,4.68,4.71,4.74,4.55,9.58M,-0.68%
5-Mar-20,4.71,4.64,4.9,4.63,14.82M,1.56%
4-Mar-20,4.64,4.58,4.97,4.54,22.92M,1.34%
3-Mar-20,4.58,4.24,4.67,4.14,19.95M,8.07%
2-Mar-20,4.24,3.86,4.34,3.82,15.23M,9.67%
1-Mar-20,3.86,4.06,4.23,3.77,17.70M,-4.86%
