Date,Price,Open,High,Low,Vol.,Change %
20-Sep-19,315.81,322.87,324.79,309.31,1.87M,-2.21%
19-Sep-19,322.93,323.33,324.12,306.28,2.47M,-0.12%
18-Sep-19,323.33,318.48,332.12,318.48,2.25M,1.52%
17-Sep-19,318.47,307.45,326.94,304.77,2.12M,3.56%
16-Sep-19,307.53,303.14,308.93,300.3,1.70M,1.45%
15-Sep-19,303.14,304.06,306.96,301.97,1.61M,-0.31%
14-Sep-19,304.08,298.12,306.9,296.23,1.68M,2.00%
13-Sep-19,298.1,300.01,300.54,294.87,1.54M,-0.65%
12-Sep-19,300.05,299.18,301.81,294.83,1.41M,0.31%
11-Sep-19,299.12,304.19,307,292.58,1.94M,-1.67%
10-Sep-19,304.2,304.27,310.9,299.35,1.67M,-0.03%
9-Sep-19,304.3,306.8,312.13,297.78,2.05M,-0.83%
8-Sep-19,306.84,299.71,310.14,295.22,1.75M,2.38%
7-Sep-19,299.71,286.79,305.03,284.1,1.83M,4.49%
6-Sep-19,286.84,292.68,301.2,280.42,2.05M,-1.99%
5-Sep-19,292.68,294.11,295.86,285.38,1.63M,-0.49%
4-Sep-19,294.12,300,301.35,292.36,1.58M,-1.95%
3-Sep-19,299.98,293,306.04,292.47,2.18M,2.38%
2-Sep-19,293,280.92,295,279.33,1.88M,4.30%
1-Sep-19,280.93,279.26,283.03,273.56,1.40M,0.60%
31-Aug-19,279.25,278.92,284.38,271.73,1.65M,0.11%
30-Aug-19,278.93,279.86,283.96,270.67,1.76M,-0.31%
29-Aug-19,279.8,291.96,292.18,275.72,2.07M,-4.17%
28-Aug-19,291.97,308.46,309.86,286.13,1.99M,-5.34%
27-Aug-19,308.45,311.2,313.05,303.78,1.48M,-0.88%
26-Aug-19,311.2,305.54,314.87,304.89,1.72M,1.85%
25-Aug-19,305.55,305.53,312.02,301.24,1.34M,0.01%
24-Aug-19,305.52,315.56,316.14,299.73,1.64M,-3.18%
23-Aug-19,315.55,311.9,318.03,305.41,1.65M,1.17%
22-Aug-19,311.9,304.59,315.53,294.21,1.83M,2.17%
21-Aug-19,305.29,315.32,316.16,289.4,2.10M,-3.16%
20-Aug-19,315.24,324.76,325.86,311.59,1.40M,-2.93%
19-Aug-19,324.75,317.05,327.48,313.44,1.44M,2.43%
18-Aug-19,317.03,306.61,324.47,302.39,1.55M,3.41%
17-Aug-19,306.59,308.44,312.33,300.43,1.40M,-0.62%
16-Aug-19,308.51,314.3,315.9,300.09,2.17M,-1.87%
15-Aug-19,314.39,311.55,321.94,270.96,3.45M,0.92%
14-Aug-19,311.54,347.98,358.95,307.33,2.89M,-10.43%
13-Aug-19,347.83,330.03,352.37,327.7,1.93M,5.40%
12-Aug-19,330.03,339.13,340.19,328.88,1.41M,-2.69%
11-Aug-19,339.13,316.12,343.69,313.83,1.58M,7.28%
10-Aug-19,316.13,315.2,323.76,306.15,1.83M,0.30%
9-Aug-19,315.19,333.85,334.53,308.92,1.82M,-5.59%
8-Aug-19,333.86,338.22,339.43,326.57,1.63M,-1.29%
7-Aug-19,338.23,335.9,346.11,331.46,1.59M,0.69%
6-Aug-19,335.91,347.51,354.74,330.63,1.86M,-3.33%
5-Aug-19,347.49,335.18,354.9,335.09,2.08M,3.69%
4-Aug-19,335.11,335.42,338.47,329.08,1.40M,-0.08%
3-Aug-19,335.39,327.84,348.2,326.14,1.65M,2.31%
2-Aug-19,327.83,328.94,333.96,320.1,1.72M,-0.36%
1-Aug-19,329.02,328.87,330.14,318.62,1.57M,0.05%
31-Jul-19,328.87,317.99,335.97,317.67,1.95M,3.42%
30-Jul-19,317.99,305.82,324.53,302.94,1.58M,3.98%
29-Jul-19,305.82,310.57,314.69,302.43,1.61M,-1.37%
28-Jul-19,310.07,305.5,312.55,291.18,1.62M,1.54%
27-Jul-19,305.38,317.24,324.33,298.89,2.11M,-3.73%
26-Jul-19,317.23,302.09,323.98,294.94,1.94M,5.02%
25-Jul-19,302.07,302.34,311.55,294.54,1.82M,-0.08%
24-Jul-19,302.33,297.93,308.08,282.69,2.28M,1.47%
23-Jul-19,297.96,310.51,315.14,292.32,1.96M,-4.05%
22-Jul-19,310.52,320.79,324.4,301.11,1.88M,-3.19%
21-Jul-19,320.77,324.2,331.75,310.78,1.64M,-1.07%
20-Jul-19,324.22,307.14,342.04,304.76,2.23M,5.56%
19-Jul-19,307.14,314.16,315.09,295.3,2.08M,-2.23%
18-Jul-19,314.15,291.32,322.51,284.36,2.87M,7.81%
17-Jul-19,291.4,282.13,308.15,274.01,3.87M,3.33%
16-Jul-19,282.01,313.54,317,267.74,3.97M,-10.06%
15-Jul-19,313.55,281.2,324.9,252.32,4.26M,11.36%
14-Jul-19,281.55,343.49,345.29,274.93,2.91M,-18.04%
13-Jul-19,343.51,352.46,352.61,331.27,1.88M,-2.53%
12-Jul-19,352.44,345.52,361.33,337.43,2.09M,2.01%
11-Jul-19,345.48,389.59,389.61,318.31,3.60M,-11.32%
10-Jul-19,389.58,414.67,422.26,379.47,2.06M,-6.05%
9-Jul-19,414.67,416.73,427.17,409.9,1.41M,-0.50%
8-Jul-19,416.75,410.45,418.8,404.61,1.23M,1.51%
7-Jul-19,410.54,406.71,413.42,397.89,1.25M,0.94%
6-Jul-19,406.71,399.4,417.15,398.88,1.35M,1.84%
5-Jul-19,399.36,400.12,409.4,392.15,1.47M,-0.20%
4-Jul-19,400.18,420.46,421,398.39,1.51M,-4.82%
3-Jul-19,420.47,407.67,421.27,404.37,1.63M,3.14%
2-Jul-19,407.67,417.89,423.32,383.52,2.14M,-2.41%
1-Jul-19,417.74,402.25,421.24,389.76,2.17M,3.89%
30-Jun-19,402.11,441.62,448.69,399.62,2.03M,-8.95%
29-Jun-19,441.62,436.62,444.74,416.59,1.86M,1.14%
28-Jun-19,436.63,417,441.96,404.12,2.45M,4.71%
27-Jun-19,417,488.01,494.37,390.8,3.60M,-14.55%
26-Jun-19,488.04,479.3,519.18,456.72,3.48M,1.84%
25-Jun-19,479.23,479.6,485.44,467.17,2.29M,-0.07%
24-Jun-19,479.57,478.08,479.7,463.93,1.87M,0.31%
23-Jun-19,478.1,480.14,500.4,473.14,2.48M,-0.42%
22-Jun-19,480.14,438.03,522.8,434.2,3.82M,9.60%
21-Jun-19,438.08,413.74,439.95,413.19,2.06M,5.89%
20-Jun-19,413.71,416.19,417.7,405.83,1.39M,-0.59%
19-Jun-19,416.19,413.75,420.55,410.16,1.48M,0.59%
18-Jun-19,413.76,430.86,431.09,403.13,1.75M,-3.92%
17-Jun-19,430.62,426.84,437.28,425.04,1.45M,0.86%
16-Jun-19,426.94,421.37,438.38,416.34,1.92M,1.32%
15-Jun-19,421.37,419.71,424.89,411.29,1.51M,0.40%
14-Jun-19,419.72,411.2,420.62,399.91,1.76M,2.07%
13-Jun-19,411.2,395.19,423.3,393.84,2.22M,4.08%
12-Jun-19,395.08,386.54,398.73,383.36,1.61M,2.22%
11-Jun-19,386.51,393.13,395.96,378.81,1.43M,-1.69%
10-Jun-19,393.14,380.37,397.96,374.29,1.83M,3.36%
9-Jun-19,380.37,392.07,395.44,371.98,1.62M,-2.98%
8-Jun-19,392.07,399.22,403.43,385.69,1.62M,-1.79%
7-Jun-19,399.21,394.72,408.57,390.17,1.84M,1.14%
6-Jun-19,394.72,396.7,402.68,370.9,1.96M,-0.48%
5-Jun-19,396.61,382.59,412.18,380.2,2.52M,3.66%
4-Jun-19,382.61,405.55,405.55,366.24,2.73M,-5.67%
3-Jun-19,405.6,441.58,446.38,400.96,2.34M,-8.14%
2-Jun-19,441.56,432.99,448.83,432.1,1.39M,1.98%
1-Jun-19,433,443.38,448.4,429.13,1.60M,-2.34%
31-May-19,443.38,421.96,444.4,415.53,2.11M,5.08%
30-May-19,421.94,455.61,480.79,407.2,3.12M,-7.39%
29-May-19,455.61,433.9,464.88,421.1,15.61M,5.03%
28-May-19,433.79,439.4,443.76,426.43,1.68M,-1.28%
27-May-19,439.41,428.69,456.25,421.15,2.62M,2.48%
26-May-19,428.78,404.93,434.57,390.88,2.22M,5.89%
25-May-19,404.94,407.79,413.93,398.44,1.49M,-0.71%
24-May-19,407.85,403.86,420.28,393.85,2.49M,0.98%
23-May-19,403.87,388.15,406.62,368.41,2.77M,4.11%
22-May-19,387.92,414.78,422.29,382.55,2.65M,-6.49%
21-May-19,414.82,412.03,443.73,399.57,2.85M,0.70%
20-May-19,411.94,416.19,420.82,381.18,3.34M,-1.01%
19-May-19,416.16,357.51,429.88,356.59,3.65M,16.41%
18-May-19,357.51,367.2,373.63,350.22,2.45M,-2.66%
17-May-19,367.26,398.51,411.17,338.48,4.33M,-7.85%
16-May-19,398.53,401.87,447.42,382.64,5.10M,-0.91%
15-May-19,402.19,389.22,407.01,370.5,3.27M,3.33%
14-May-19,389.21,383.94,408.07,365.06,3.79M,1.40%
13-May-19,383.83,355.54,402.31,347.97,4.53M,7.95%
12-May-19,355.57,352.57,376.86,333.24,5.95M,0.81%
11-May-19,352.7,286.91,382.51,286.91,4.89M,22.93%
10-May-19,286.92,284.42,295.04,278.6,2.77M,0.89%
9-May-19,284.39,286.29,293.37,277.7,2.30M,-0.68%
8-May-19,286.33,285.65,288.72,275.81,2.26M,0.20%
7-May-19,285.75,288.25,299.46,285.51,2.87M,-0.74%
6-May-19,287.87,293.35,296.21,276.39,2.75M,-1.87%
5-May-19,293.35,290.49,300.9,286.34,3.01M,0.97%
4-May-19,290.55,292.64,312.98,271.86,4.17M,-0.72%
3-May-19,292.64,269.47,296.96,267.47,3.19M,8.60%
2-May-19,269.46,270.75,279.92,266.92,2.34M,-0.48%
1-May-19,270.77,267.19,277.82,264.2,2.57M,1.34%
30-Apr-19,267.19,238.3,267.53,235.24,2.96M,12.15%
29-Apr-19,238.25,255.86,256.15,232.07,2.37M,-6.89%
28-Apr-19,255.88,264.82,268.08,251.8,1.58M,-3.37%
27-Apr-19,264.81,265.98,268.49,261.32,1.36M,-0.43%
26-Apr-19,265.95,267.67,279.96,257.67,2.22M,-0.68%
25-Apr-19,267.77,277.46,282.72,266.2,2.02M,-3.51%
24-Apr-19,277.52,287.49,290.05,268.2,2.52M,-3.46%
23-Apr-19,287.48,291.21,308.05,286.68,2.19M,-1.29%
22-Apr-19,291.23,288.52,294.52,284.94,1.79M,0.94%
21-Apr-19,288.53,298.96,301.78,278.55,1.99M,-3.49%
20-Apr-19,298.95,305.32,308.24,293.86,1.41M,-2.08%
19-Apr-19,305.32,305.57,309.63,290.79,1.98M,-0.08%
18-Apr-19,305.57,308.87,313.03,303.04,1.66M,-1.07%
17-Apr-19,308.87,315.38,319.86,303.3,1.84M,-2.07%
16-Apr-19,315.4,312.49,324.31,302.28,1.62M,0.93%
15-Apr-19,312.48,287.72,333.42,286,2.72M,8.60%
14-Apr-19,287.74,277.28,289.34,272.34,827.30K,3.77%
13-Apr-19,277.29,280.53,285.16,270.98,1.06M,-1.16%
12-Apr-19,280.53,270.15,287.24,256.56,1.68M,3.84%
11-Apr-19,270.16,304.47,305.13,254.16,2.26M,-11.25%
10-Apr-19,304.4,293.66,311.97,292.84,1.06M,3.66%
9-Apr-19,293.66,307.26,307.26,289.78,1.04M,-4.43%
8-Apr-19,307.27,319.11,328.68,291.96,1.57M,-3.71%
7-Apr-19,319.1,305.6,326.59,298.87,1.47M,4.41%
6-Apr-19,305.63,291.93,330.95,283.71,1.61M,4.69%
5-Apr-19,291.95,285.44,299.96,280.81,1.36M,2.27%
4-Apr-19,285.46,300.8,319.12,273.19,2.51M,-5.10%
3-Apr-19,300.81,241.25,345.59,240.79,35.51M,24.69%
2-Apr-19,241.25,167.47,246.03,167.16,8.18M,44.06%
1-Apr-19,167.47,168.84,169.79,166.83,1.13M,-0.81%
31-Mar-19,168.84,167.11,169.03,165.07,1.15M,1.03%
30-Mar-19,167.11,170.41,171.64,164.84,1.74M,-1.93%
29-Mar-19,170.41,168.07,174.76,167.78,1.49M,1.39%
28-Mar-19,168.06,170.86,171.35,165.82,1.48M,-1.64%
27-Mar-19,170.86,159.3,173.17,158.62,2.78M,7.26%
26-Mar-19,159.3,160.02,160.6,153.55,1.81M,-0.45%
25-Mar-19,160.02,164.39,165.21,156.24,1.60M,-2.66%
24-Mar-19,164.39,166.23,166.23,161.43,1.38M,-1.11%
23-Mar-19,166.24,156.59,169.5,155.52,3.03M,6.17%
22-Mar-19,156.58,152.96,159.12,151.33,1.19M,2.37%
21-Mar-19,152.96,158.87,159.6,147.34,2.09M,-3.72%
20-Mar-19,158.87,160.02,160.02,154.3,1.86M,-0.73%
19-Mar-19,160.03,161.3,161.62,155.45,2.71M,-0.78%
18-Mar-19,161.3,154.25,166.16,153.86,5.24M,4.57%
17-Mar-19,154.25,155.73,157.4,147.01,3.85M,-0.95%
16-Mar-19,155.73,143.38,160.8,143.37,5.66M,8.61%
15-Mar-19,143.38,132.18,146.17,132.13,2.45M,8.47%
14-Mar-19,132.18,127.98,134.83,127.61,1.60M,3.29%
13-Mar-19,127.98,128.43,129.08,126.53,608.87K,-0.35%
12-Mar-19,128.43,128.65,129.45,125.83,847.50K,-0.19%
11-Mar-19,128.67,131.11,131.68,126.69,869.46K,-1.86%
10-Mar-19,131.11,133.28,133.73,130.3,699.44K,-1.63%
9-Mar-19,133.28,127.74,136.19,127.46,1.37M,4.35%
8-Mar-19,127.73,130.54,132.07,126.12,886.66K,-2.15%
7-Mar-19,130.54,131.15,133.21,130.11,924.25K,-0.46%
6-Mar-19,131.15,132.03,133.05,128.97,1.22M,-0.67%
5-Mar-19,132.03,123.26,133.18,122.74,1.05M,7.11%
4-Mar-19,123.26,129.53,130.47,120.79,950.38K,-4.84%
3-Mar-19,129.53,130.31,131.58,128.91,391.28K,-0.59%
2-Mar-19,130.31,131.31,131.82,128.19,623.76K,-0.77%
1-Mar-19,131.31,130.31,133.03,129.99,563.41K,0.77%
28-Feb-19,130.31,131.16,132.99,128.9,931.04K,-0.64%
27-Feb-19,131.15,132.49,133.56,126.22,1.00M,-0.98%
26-Feb-19,132.44,133.5,137.39,131.16,990.55K,-0.80%
25-Feb-19,133.5,127.02,138.07,127,668.26K,5.14%
24-Feb-19,126.98,154.19,157.25,126.96,914.93K,-17.63%
23-Feb-19,154.17,143.23,154.17,140.13,548.85K,7.64%
22-Feb-19,143.23,141.62,144.86,140.2,415.06K,1.14%
21-Feb-19,141.61,146.68,147.23,139.19,484.07K,-3.46%
20-Feb-19,146.69,141.6,147.87,138.33,556.21K,3.60%
19-Feb-19,141.6,143.49,150.85,141.03,734.93K,-1.32%
18-Feb-19,143.48,124.09,148.17,124.05,1.07M,15.62%
17-Feb-19,124.09,121.48,124.86,120.64,353.49K,2.15%
16-Feb-19,121.48,121.02,122.63,120.93,267.38K,0.38%
15-Feb-19,121.02,120.8,123.59,120.23,280.32K,0.19%
14-Feb-19,120.8,121.88,123.81,120.1,336.86K,-0.91%
13-Feb-19,121.91,122.23,126.6,120.58,342.01K,-0.26%
12-Feb-19,122.23,122.01,123.1,118.31,387.66K,0.17%
11-Feb-19,122.02,126.78,126.86,120.5,427.99K,-3.76%
10-Feb-19,126.78,127.83,128.53,121.28,481.93K,-0.82%
9-Feb-19,127.83,129.36,130,125.49,334.40K,-1.19%
8-Feb-19,129.36,115.2,131.71,114.16,665.71K,12.31%
7-Feb-19,115.18,114.65,117.23,113.81,285.84K,0.46%
6-Feb-19,114.65,117.07,122.53,111.36,533.96K,-2.07%
5-Feb-19,117.07,118.7,119.77,116.76,250.09K,-1.40%
4-Feb-19,118.74,118.49,120.49,117.48,285.07K,0.22%
3-Feb-19,118.48,121.08,121.55,116.68,342.72K,-2.15%
2-Feb-19,121.07,115.37,121.97,114.93,441.23K,4.95%
1-Feb-19,115.37,113.59,118.34,110.8,388.83K,1.56%
31-Jan-19,113.59,116.97,120.57,112.73,399.60K,-2.89%
30-Jan-19,116.97,109.53,120.27,107.76,476.46K,6.80%
29-Jan-19,109.52,111.13,112.18,105.83,388.29K,-1.46%
28-Jan-19,111.14,121.22,121.37,105.15,638.41K,-8.31%
27-Jan-19,121.21,125.39,126.04,118.53,322.16K,-3.34%
26-Jan-19,125.39,126.66,128.1,125.25,227.06K,-1.00%
25-Jan-19,126.66,128.19,128.2,125.1,256.08K,-1.20%
24-Jan-19,128.2,131.24,131.24,125.9,342.12K,-2.32%
23-Jan-19,131.24,127.21,134.84,126.36,496.64K,3.17%
22-Jan-19,127.21,121.21,130.99,116.29,422.90K,4.95%
21-Jan-19,121.21,121.69,122.94,120.32,260.90K,-0.40%
20-Jan-19,121.69,128.14,128.96,120.07,321.14K,-5.05%
19-Jan-19,128.16,126.16,130.2,125.52,262.95K,1.59%
18-Jan-19,126.16,129.14,129.14,124.51,230.84K,-2.31%
17-Jan-19,129.14,126.98,130.2,124.45,293.60K,1.70%
16-Jan-19,126.98,125.75,129.56,125.41,268.09K,0.98%
15-Jan-19,125.75,131.41,132.21,124.06,346.19K,-4.31%
14-Jan-19,131.41,123.81,135.05,121.86,438.05K,6.03%
13-Jan-19,123.94,131.98,133.49,120.98,423.69K,-6.09%
12-Jan-19,131.98,128.71,135.97,128.2,476.98K,2.47%
11-Jan-19,128.8,131.89,132.2,125.87,549.21K,-2.35%
10-Jan-19,131.89,157.51,162.3,128.92,841.97K,-16.27%
9-Jan-19,157.51,158.73,159.4,155.84,283.56K,-0.76%
8-Jan-19,158.73,158.99,161.26,155.82,356.35K,-0.09%
7-Jan-19,158.87,163.21,165,158.07,334.65K,-2.68%
6-Jan-19,163.25,157.38,165.28,155.8,420.34K,3.72%
5-Jan-19,157.38,158.39,164.34,154.58,455.60K,-0.63%
4-Jan-19,158.38,158.99,162.4,151.79,424.02K,-0.38%
3-Jan-19,158.99,169.19,173.77,156.31,491.64K,-6.03%
2-Jan-19,169.19,162.26,171.89,159.38,577.14K,4.27%
1-Jan-19,162.26,148.64,165.1,147.37,572.99K,9.14%
31-Dec-18,148.68,160.83,160.83,145.56,435.57K,-7.55%
30-Dec-18,160.83,160.25,162.28,155.62,557.59K,0.52%
29-Dec-18,160,171.23,173.65,159.76,681.97K,-6.55%
28-Dec-18,171.21,146.87,175.27,139.84,996.04K,16.60%
27-Dec-18,146.84,173.55,175.47,144.08,785.64K,-15.40%
26-Dec-18,173.57,169.68,185.14,161.93,1.06M,2.32%
25-Dec-18,169.64,179.59,181.17,150.28,1.18M,-5.61%
24-Dec-18,179.71,195.64,211.6,175.96,1.09M,-8.13%
23-Dec-18,195.62,194.97,209.24,186.97,956.92K,0.34%
22-Dec-18,194.96,192.34,204.88,180.93,1.20M,1.36%
21-Dec-18,192.34,191.13,228.02,171.66,2.52M,0.62%
20-Dec-18,191.15,125.96,202.37,122.22,2.63M,51.75%
19-Dec-18,125.96,104.42,144.98,102.13,1.67M,20.63%
18-Dec-18,104.42,89.4,105.62,86.45,647.57K,16.80%
17-Dec-18,89.4,80.85,92.54,80.46,401.61K,10.58%
16-Dec-18,80.85,78.39,84.26,78.36,283.49K,3.18%
15-Dec-18,78.35,81.05,83.29,75.61,222.96K,-3.32%
14-Dec-18,81.05,92.69,94.03,77.58,342.25K,-12.40%
13-Dec-18,92.52,100.83,101.26,92.31,210.63K,-8.24%
12-Dec-18,100.83,99.43,103.41,99.12,187.13K,0.73%
11-Dec-18,100.09,106.75,106.92,96.69,240.08K,-6.24%
10-Dec-18,106.76,109,110.86,104.04,221.92K,-2.06%
9-Dec-18,109,102.58,112.56,101.44,434.31K,6.25%
8-Dec-18,102.58,105.93,112.73,97.56,347.19K,-3.13%
7-Dec-18,105.9,108.49,119.1,97.44,692.46K,-2.39%
6-Dec-18,108.49,135.4,137.92,108.37,379.82K,-19.86%
5-Dec-18,135.38,153.29,153.81,135.13,237.12K,-11.71%
4-Dec-18,153.33,164.33,165.48,152.25,182.23K,-6.69%
3-Dec-18,164.34,176.2,177.08,162.37,167.01K,-6.70%
2-Dec-18,176.15,177.28,185.17,174.9,190.35K,-0.64%
1-Dec-18,177.28,177.56,182.49,171.71,170.76K,-0.21%
30-Nov-18,177.66,183.62,191.98,170.76,200.65K,-3.26%
29-Nov-18,183.64,192.78,194.05,178.47,193.68K,-4.68%
28-Nov-18,192.66,185.19,274.94,185.19,243.24K,4.03%
27-Nov-18,185.2,299.07,316.82,176.26,98.64K,-38.07%
26-Nov-18,299.06,326.49,345.66,290.2,313.98K,-8.39%
25-Nov-18,326.45,368.73,375.19,311.45,253.65K,-11.47%
24-Nov-18,368.73,373.04,393.27,368.73,192.73K,-1.16%
23-Nov-18,373.04,397.79,397.8,324.4,196.54K,-5.40%
22-Nov-18,394.34,395.28,398.95,331.6,174.29K,-0.25%
21-Nov-18,395.33,357.65,395.37,319.88,181.11K,11.05%
20-Nov-18,355.99,317.22,383.36,317.17,239.62K,12.22%
19-Nov-18,317.22,363.42,363.74,247.94,116.47K,-12.59%
18-Nov-18,362.92,289.84,367.79,287.59,105.21K,25.22%
17-Nov-18,289.83,304.96,304.96,270.36,75.58K,-4.96%
16-Nov-18,304.96,387.77,404.87,303.2,90.29K,-21.35%
15-Nov-18,387.77,449.3,458.27,385.69,980.13K,-13.61%
14-Nov-18,448.85,518.48,533.18,422.94,1.12M,-13.35%
13-Nov-18,518,519.68,551.22,508.59,726.56K,-0.32%
12-Nov-18,519.68,535.94,541.92,504.39,729.65K,-3.03%
11-Nov-18,535.93,558.48,558.48,518.49,486.23K,-4.04%
10-Nov-18,558.48,546.24,567.53,535.44,435.33K,2.24%
9-Nov-18,546.23,578.05,602.52,531.16,646.04K,-5.50%
8-Nov-18,578.05,620.61,624.32,575.43,559.54K,-6.86%
7-Nov-18,620.61,632.86,644.44,610.52,620.91K,-1.95%
6-Nov-18,632.93,563.28,634.87,555.77,647.61K,12.36%
5-Nov-18,563.28,570.58,582.72,541.6,641.04K,-1.27%
4-Nov-18,570.51,480.88,591.52,480.71,1.00M,18.68%
3-Nov-18,480.73,465.44,487.15,459.05,306.37K,3.29%
2-Nov-18,465.44,427.42,475.5,426.63,349.73K,8.90%
1-Nov-18,427.42,427.13,429,424.37,140.71K,0.07%
31-Oct-18,427.13,423.66,432.07,410.25,187.00K,0.82%
30-Oct-18,423.64,418.27,425.08,417.48,139.76K,1.29%
29-Oct-18,418.26,442.29,442.65,414.56,198.83K,-5.43%
28-Oct-18,442.28,439.76,443,438.74,120.87K,0.57%
27-Oct-18,439.76,443.55,443.99,438.53,130.94K,-0.85%
26-Oct-18,443.55,445.15,449.76,441.27,159.35K,-0.36%
25-Oct-18,445.16,447.57,449.92,443.71,123.21K,-0.55%
24-Oct-18,447.63,448.22,455.66,446.89,135.62K,-0.16%
23-Oct-18,448.34,455.79,457.42,443.71,151.32K,-1.64%
22-Oct-18,455.79,455.24,459.97,449.21,161.12K,0.12%
21-Oct-18,455.24,455.04,464.93,454.16,187.84K,0.04%
20-Oct-18,455.08,446.24,458.03,442.14,160.18K,1.98%
19-Oct-18,446.24,445.6,451.18,439.04,196.27K,0.18%
18-Oct-18,445.42,459.57,468.37,438.58,237.85K,-3.08%
17-Oct-18,459.57,468.16,470.09,456.45,191.47K,-1.79%
16-Oct-18,467.95,468.56,480.23,461.04,175.10K,-0.07%
15-Oct-18,468.27,443.19,514.79,436.67,538.34K,5.66%
14-Oct-18,443.19,453.41,465.23,440.69,166.26K,-2.25%
13-Oct-18,453.41,444.77,458.75,443.99,129.58K,1.95%
12-Oct-18,444.74,432.78,460.87,431.73,162.24K,2.74%
11-Oct-18,432.88,516.06,516.06,429.21,346.62K,-16.10%
10-Oct-18,515.95,520.37,526.02,510.79,158.56K,-0.85%
9-Oct-18,520.37,531.57,536.36,517.02,152.25K,-2.11%
8-Oct-18,531.57,520.94,534.9,519.98,169.71K,2.04%
7-Oct-18,520.94,510.6,524.33,508.24,163.80K,2.02%
6-Oct-18,510.6,521.46,522.51,504.2,153.99K,-2.08%
5-Oct-18,521.44,514.74,527.52,512.78,156.05K,1.28%
4-Oct-18,514.86,516.72,535.19,509.01,199.33K,-0.36%
3-Oct-18,516.72,532.28,536.34,510.82,311.50K,-2.92%
2-Oct-18,532.27,533.62,556.6,525.75,269.21K,-0.26%
1-Oct-18,533.66,531.26,545.74,520.99,212.46K,0.45%
30-Sep-18,531.26,538.45,552.31,517.78,251.32K,-1.33%
29-Sep-18,538.44,539.78,558.07,514.53,333.87K,-0.30%
28-Sep-18,540.07,566.32,577.11,531.64,381.13K,-4.63%
27-Sep-18,566.3,513.82,588.63,513.82,675.29K,10.22%
26-Sep-18,513.81,446.26,549.27,438.26,552.45K,15.13%
25-Sep-18,446.3,462.63,465.59,424.74,256.84K,-3.53%
24-Sep-18,462.63,489.93,497.31,457.06,243.61K,-5.62%
23-Sep-18,490.18,484.92,513.39,480.66,223.83K,1.08%
22-Sep-18,484.95,502.5,511.58,470.58,215.10K,-3.48%
21-Sep-18,502.46,456.21,510.26,453.84,383.60K,10.14%
20-Sep-18,456.22,429.58,465.87,424.02,232.98K,6.20%
19-Sep-18,429.57,433.55,444.95,409.14,233.68K,-0.92%
18-Sep-18,433.55,418.13,449.15,412.41,214.42K,3.88%
17-Sep-18,417.37,450.25,462.11,409.32,246.47K,-7.30%
16-Sep-18,450.24,449.02,451.33,426.92,156.78K,0.16%
15-Sep-18,449.54,447.66,462.2,444.14,162.63K,0.39%
14-Sep-18,447.77,463.58,478.7,440.8,194.91K,-3.42%
13-Sep-18,463.61,432.46,475.34,431.53,237.97K,7.20%
12-Sep-18,432.46,439.71,444.21,411.04,213.00K,-1.71%
11-Sep-18,439.98,466.46,482.46,427.06,223.75K,-5.68%
10-Sep-18,466.46,479.26,493.84,460.23,157.88K,-2.66%
9-Sep-18,479.23,473.96,494.34,468.26,161.77K,1.11%
8-Sep-18,473.96,497.42,511.71,463.82,186.85K,-4.69%
7-Sep-18,497.27,519.67,528.53,491.65,177.39K,-4.31%
6-Sep-18,519.67,526.23,528.32,488.52,269.40K,-1.30%
5-Sep-18,526.53,626.35,635.79,523.72,283.42K,-15.94%
4-Sep-18,626.35,628.36,649.22,622.96,186.61K,-0.32%
3-Sep-18,628.36,650.9,657.78,623.37,178.74K,-3.40%
2-Sep-18,650.47,618.47,661.13,604.53,270.17K,5.22%
1-Sep-18,618.23,542.39,634.2,542.2,239.19K,13.98%
31-Aug-18,542.4,538.34,549.64,534.8,111.13K,0.75%
30-Aug-18,538.34,555.06,557.37,526.28,126.14K,-3.01%
29-Aug-18,555.06,565.4,569.16,545.45,124.51K,-1.83%
28-Aug-18,565.41,548.93,573.56,541.61,132.80K,3.00%
27-Aug-18,548.93,523.92,553.7,520.08,120.00K,4.77%
26-Aug-18,523.92,536.19,536.33,515.26,86.17K,-2.29%
25-Aug-18,536.19,533.07,547.98,528.63,122.13K,0.59%
24-Aug-18,533.07,530.47,538.2,520.7,179.52K,0.49%
23-Aug-18,530.46,518.95,533.65,513.55,138.83K,2.22%
22-Aug-18,518.94,536.68,574.4,509.56,191.80K,-3.31%
21-Aug-18,536.68,513.28,543.15,510.89,142.41K,4.56%
20-Aug-18,513.27,570.61,579.64,509.89,229.05K,-10.05%
19-Aug-18,570.6,554.15,582.46,543.51,217.57K,2.97%
18-Aug-18,554.16,604.1,610.81,535.86,253.44K,-8.26%
17-Aug-18,604.06,516.31,604.06,516.25,263.56K,16.99%
16-Aug-18,516.31,511.57,537.3,504.28,250.86K,0.99%
15-Aug-18,511.26,510.12,539.49,503.52,252.71K,0.22%
14-Aug-18,510.12,531.25,531.29,474.37,262.47K,-3.98%
13-Aug-18,531.27,570.74,591.67,523.46,242.49K,-6.92%
12-Aug-18,570.75,562.57,583.63,558.83,197.44K,1.46%
11-Aug-18,562.57,570.55,582.34,539.08,217.92K,-1.39%
10-Aug-18,570.49,608.51,611.57,560.24,231.18K,-6.25%
